search_term,Unique User Count,Result Count,No Results Count,No Result Percentage,Using Autocomplete,Using Free Text
"spray roses juicy beach days assorted (orange, peach, yellow)",2,6,0,0,6,0
christmas greens,1,1,0,0,0,1
blue delph,1,1,0,0,0,0
statice honey apricot,1,1,0,0,0,1
"efg - pink medium (2 pink sweet dianthus, 1 hotpink spray roses, 2 pink carnation, 2 hotpink double ",1,3,0,0,0,0
off white roses,1,1,0,0,0,1
silver doll,1,1,0,0,0,1
"bouquets efg flo - divine devotion (2 peach spray roses, 1 pink minicarnation / carnation, 3 pink ro",1,1,0,0,1,0
white lily,0,3,0,0,0,0
antike,0,1,0,0,0,1
gloriosa lily,1,1,0,0,0,1
eucalyptus  gunni,1,1,0,0,0,1
ariadne,3,3,0,0,0,3
burnt orange,0,1,0,0,0,0
mini calla white,1,1,0,0,0,0
"peony assorted (light pink, medium pink)",2,2,0,0,2,0
blue limonium,1,1,0,0,0,1
burgundy anthurium,0,2,0,0,0,2
roses fair lady,0,1,0,0,1,0
chrysanthemum spray pom novelty viking yellow,0,1,0,0,1,0
panicle,2,2,0,0,0,1
dried and preserved flowers eucalyptus preserved leaves (natural),1,1,0,0,1,0
poppies papaver scarlet,1,1,0,0,1,0
sunflowe,1,2,0,0,0,2
roses hermosa,2,5,0,0,5,0
"alstroemeria bella white ",1,1,0,0,1,0
"bouquets cgg  green bqt ",1,1,0,0,0,1
strawberry matcha orchid,1,1,0,0,0,1
garden roses antonia,4,8,0,0,8,0
billy balls glitter silver (tinted/ dyed),0,1,0,0,1,0
conquista,0,1,0,0,0,0
gerber aqua,1,1,0,0,0,1
"gyp ",1,1,0,0,0,1
"roses altamira ",3,5,0,0,5,0
black velvet,1,1,0,0,0,1
eucalyptus willow,0,2,0,0,2,0
shimmer rose,2,4,0,0,0,4
protea assorted,1,1,0,0,1,0
nigella,3,4,0,0,0,1
fruit sorbet mood board,1,1,0,0,0,1
green hyd,1,1,0,0,0,1
mixed white,1,1,0,0,0,0
light pink rose,4,11,0,0,0,7
" greens",1,1,0,0,0,1
peach garden rose,3,10,0,0,0,10
lei,2,2,0,0,0,2
sweeplt pea,1,1,0,0,0,1
roses dolcetto,0,3,0,0,3,0
carnations purple,1,1,0,0,0,0
button,2,3,0,0,0,3
chrysanthemum disbuds/ mums magnum,1,2,0,0,2,0
bahlia,1,1,0,0,0,1
blush statice,1,1,0,0,0,1
antique green jumbo (20-24 cm) exclusive grown / cannot be cancelled,1,1,0,0,0,0
spren,1,1,0,0,0,1
"aga - combo 6 (30 rose red, snapdragon magenta, 20 carnation merletto purple, solomio bono, eucalypt",1,1,0,0,1,0
anemone marianne panda,1,3,0,0,3,0
spring flower boquets,1,1,0,0,0,1
statice  tissue culture (peach),0,1,0,0,1,0
"diamond eucalyptus ",1,1,0,0,0,0
country garden roses,1,1,0,0,0,1
anemone assorted,1,2,0,0,2,0
"garlands 2 varieties eucalyptus (growers choice) (3 ft long, 6-8 in width)",1,1,0,0,1,0
flower bar,0,3,0,0,0,0
ranunculus butterfly theseus (beige/brown),1,1,0,0,1,0
mini bells of ireland,1,1,0,0,0,1
israel ruscus,1,1,0,0,0,1
"light pink rose ",1,1,0,0,0,0
acacia purple feather,1,1,0,0,1,0
fern tree fern,2,2,0,0,2,0
"bright red ranunculus ",1,1,0,0,0,1
marigold,15,23,0,0,0,16
roses tinted/dyed toppings 4th of july parade assorted (tinted/ dyed),1,1,0,0,1,0
rose assorted,1,1,0,0,0,1
garden spray rose,1,5,0,0,0,4
scabiosa focal scoop merlot,1,1,0,0,1,0
" white spray roses",1,3,0,0,0,0
berries privet black,0,4,0,0,4,0
"white calla ",1,1,0,0,0,0
black pearl rose,1,1,0,0,0,1
david austin garden roses charity *fragrance*,1,1,0,0,1,0
orange garden roses,1,1,0,0,0,1
flori,1,1,0,0,0,1
peony duchesse the nemours (min bud 1.57 inch_5-7 inch bloom),1,1,0,0,1,0
bombon (ball) white,1,2,0,0,0,0
scabiosa pod,1,1,0,0,0,1
larkspur 70cm,1,1,0,0,0,1
mixed box assorted box designer wedding (each bunch individual),0,1,0,0,1,0
acacia finger,1,1,0,0,1,0
charity *fragrance*,0,3,0,0,3,0
dark expression,1,1,0,0,1,0
yellow ranunculus,2,2,0,0,0,2
amaran,1,1,0,0,0,1
anthurium red,1,1,0,0,1,0
ranunculus elegance light pink,1,2,0,0,2,0
caucasian (lavender),1,1,0,0,0,0
cushion,3,7,0,0,0,5
aga bouquet,2,16,0,0,0,16
lilies la hybrids bach 2/3 bl,1,1,0,0,1,0
carnation apple tea,1,2,0,0,2,0
white yarrow,1,1,0,0,0,1
dianthus barbatus kiwi bunny,1,2,0,0,2,0
anemone soft purple,0,1,0,0,1,0
peonies white,0,1,0,0,0,1
billy balls,3,4,0,0,0,3
spray rose majolika,1,1,0,0,0,1
light purple stock,1,1,0,0,0,1
cosmos orange,1,1,0,0,0,1
brownie,1,1,0,0,0,0
dianthus,21,28,0,0,0,23
heather erica bella,0,1,0,0,1,0
garden roses pink x pression,3,6,0,0,4,2
"delphinium sky waltz light blue ",2,2,0,0,2,0
green amaranthus,5,5,0,0,0,5
garlands italian ruscus / plumosa regular,0,1,0,0,1,0
tropical green,1,1,0,0,0,1
yellow garden roses,1,1,0,0,0,0
"favola ",1,1,0,0,0,1
lisianthus peach,1,1,0,0,0,1
corn flower white,1,2,0,0,2,0
ranuncul,1,1,0,0,0,0
carnations red,1,6,0,0,0,6
"smilax southern ""off crop grade"" (may include tender new growth and imperfections) 150 ft",1,2,0,0,2,0
" garden rose",2,2,0,0,0,2
white allium,1,1,0,0,0,0
easter grand,1,1,0,0,0,1
"mixed box ciruelo assorted (25 roses peach, light lavender, 20 delphinium trick ks / pink, solomio b",2,5,0,0,5,0
"brut ",1,1,0,0,0,0
ruscus burgundy (airbrushed) (tinted/ dyed),1,1,0,0,1,0
gladiolus colvillei assorted,1,1,0,0,1,0
coffee break,2,3,0,0,0,3
monstera deliciosa m (15 inch diameter),1,1,0,0,1,0
ligustrum green,1,1,0,0,0,1
champagne,1,1,0,0,0,1
tropical bouquet,0,1,0,0,0,0
vincent choice (select),1,1,0,0,0,0
banana leaf,1,1,0,0,0,1
focal white,1,1,0,0,0,0
velvet cherry garden rose,1,1,0,0,0,1
hot biscuit,1,1,0,0,0,1
"raspberry garden rose ",1,1,0,0,0,1
moonlight chrysanthemum,1,1,0,0,0,1
" burgundy carnations",0,1,0,0,0,1
freedo,1,1,0,0,0,0
sola,1,1,0,0,0,1
anemones white,1,1,0,0,0,0
spray roses hot pink,1,1,0,0,0,0
peach mixed box,0,1,0,0,0,0
anthurium assorted,3,6,0,0,6,0
scabiosa lavender,0,2,0,0,0,2
cabbage roses,1,1,0,0,0,0
roses bicolor pink,1,1,0,0,1,0
eucalyptus parvifolia,6,6,0,0,4,2
white rose mixed box,1,1,0,0,0,0
"white roses ",3,5,0,0,0,4
yellow garden rose,4,6,0,0,0,5
mix greenery,0,1,0,0,0,1
daisy shortcake,1,1,0,0,0,1
gerbera daisies,0,1,0,0,0,0
hydrang,1,1,0,0,0,1
catalina,1,1,0,0,0,1
x presion,0,3,0,0,0,3
petal,1,1,0,0,0,1
light pink garden roses,1,1,0,0,0,1
"bouquets efg flo - bunny trail (1 blue hydrang, peach gerbera, light blue tint euc, 2 peach sp roses",1,1,0,0,1,0
" white roses",0,2,0,0,0,0
garden roses honey hearts,1,1,0,0,1,0
"hot pink spray roses ",1,1,0,0,0,1
light blue,3,7,0,0,0,3
aspidistra green,1,2,0,0,2,0
hydrangea light green mini,2,2,0,0,2,0
green bouquet,0,1,0,0,0,1
red rose petal,1,1,0,0,0,1
chrysanthemum spray pom cushion baltica,1,1,0,0,1,0
"blue daisy ",1,3,0,0,0,0
green hydreangea,1,1,0,0,0,1
"roses wedding duo white, yellow assorted (75 roses white, 50 roses yellow)",1,1,0,0,1,0
"plant ",1,1,0,0,0,0
astrantia white,1,1,0,0,1,0
roses coral reef,0,1,0,0,1,0
"aga - combo 24 (25 rose piacere, rose ocean song, 20 freesia lila, astrantia pink, scoop purple, heb",1,1,0,0,0,0
mushroom dried,1,1,0,0,0,0
"ciruelo assorted (25 roses peach, light lavender, 20 delphinium trick ks / pink, solomio bono, 10 ru",1,1,0,0,0,0
peony pink rose,1,1,0,0,0,1
"tweedia ",1,1,0,0,0,0
chrysanthemum spray pom button bronze,1,1,0,0,1,0
flower,1,1,0,0,0,0
eucalyptus parvafolia (topped),1,1,0,0,1,0
hydrangea white jumbo (20-24 cm) (the tone can vary depending on the weather - creamy / greenish),1,1,0,0,1,0
butterfly latai,5,14,0,0,0,2
garden roses heart of gold,1,3,0,0,3,0
asparagus mingfern,1,1,0,0,1,0
sweet unique,0,1,0,0,0,1
stock cream (yellow),2,2,0,0,2,0
aga red m,1,2,0,0,0,2
bouquets cgg - green bqt # 3 (brillantina 2 tree fern 3 hyp red 3 euc baby blue 3 leather leaf 3),0,1,0,0,1,0
rose white,3,4,0,0,0,2
shira,1,1,0,0,0,1
wedding seasondavid austin,1,1,0,0,0,0
"garlands 2 varieties eucalyptus (growers choice) (10 ft long, 6-8 in width) ",1,1,0,0,1,0
purple garden rose,1,1,0,0,0,0
roses cancun,1,2,0,0,2,0
godetia,1,1,0,0,0,1
alabaster garden rose,1,1,0,0,0,0
tropical greenery,1,1,0,0,0,0
sunflower black center fancy,0,1,0,0,1,0
"mixed box foliage botanical assorted (5 cordelynes, 5 pandanus curly, 5 pandanus var, 5 marginata, 5",1,2,0,0,2,0
kale assorted,0,1,0,0,1,0
chrysanthemum spray pom cushion sakura,1,1,0,0,1,0
filler greens,0,1,0,0,0,0
miyabi brown,1,1,0,0,0,1
dianthus imre,1,1,0,0,1,0
sunflower vincent choice (extra),1,1,0,0,1,0
"gyp babys breath (10 ft long, 6-8 in width) ",1,2,0,0,2,0
sensei,1,1,0,0,0,1
mojito hydrangea,1,1,0,0,0,1
spray roses orange babe,1,1,0,0,1,0
heart rose,1,1,0,0,0,1
garden rose green,1,1,0,0,0,1
echo white,1,1,0,0,0,1
mulberry pink spray rose,1,1,0,0,0,1
"babies breatrh ",1,1,0,0,0,1
peach ranunculus,28,45,0,0,0,41
butterfly phytalos,1,5,0,0,0,5
coral expression,2,4,0,0,0,1
bup,2,2,0,0,0,2
palm leaves,0,1,0,0,0,0
country blues rose,1,2,0,0,0,2
garden roses catalina,3,4,0,0,4,0
cala lilies,0,1,0,0,0,0
"peony sarah bernhardt ",0,1,0,0,1,0
"mixed box eqr - the best mom (25 roses lv, 25 roses hp, 10 spray wh, 10 alstroemeria hp, 10 alstroem",0,2,0,0,2,0
spray delphinium,1,1,0,0,0,1
varigated queen,1,1,0,0,0,0
red rose gold,0,2,0,0,0,0
bouquets aga - white s,0,1,0,0,1,0
wedding,3,3,0,0,0,2
artichoke,1,1,0,0,0,0
snow,1,1,0,0,0,1
"bouquets var pitt assorted (2 leather, 3 var pitt & 2 israeli)",1,1,0,0,1,0
yellow butterfly ranunculus,1,1,0,0,0,1
"poppies ",1,1,0,0,0,1
"garden spray ",0,1,0,0,0,0
"italian ruscus ",1,2,0,0,0,2
red ranunculus,1,1,0,0,0,1
asparagus foxtail,2,2,0,0,2,0
" and carnations",1,1,0,0,0,0
stock lavender,10,15,0,0,4,10
ranunculus winterwood tangerine (yellow / orange),1,1,0,0,1,0
white rose pet,1,3,0,0,0,3
soft meadow mood board,17,20,0,0,0,20
mauve aster,1,2,0,0,0,0
spray roses elba,1,2,0,0,1,1
ranunculas,3,3,0,0,0,2
peach rose,9,17,0,0,0,10
bouquets aga - bloom purple 28 st (roses grey knights 4 tiara 2 scabiosa lavender 3 matilda lavender,1,1,0,0,1,0
sunset terracota,1,1,0,0,0,1
mini carnation (spray) aila,1,1,0,0,1,0
lilac,6,15,0,0,0,5
"dogwood long flowering white ",0,1,0,0,1,0
sheet moss,1,1,0,0,0,1
lamb's ear green,0,1,0,0,1,0
pink hypericum,1,1,0,0,0,1
hydrangea mojito,1,1,0,0,0,0
cream carnation,2,3,0,0,0,1
fern sword,1,1,0,0,1,0
scabiosa pink,1,1,0,0,0,1
ranunculus orange,1,18,0,0,0,18
roses magic times,1,1,0,0,1,0
coral rose,1,1,0,0,0,0
spray roses lovely lydia,0,1,0,0,1,0
"roses fragant ",1,1,0,0,0,0
protea cynaroides pink king,1,1,0,0,1,0
garden spray roses parasol assorted,1,2,0,0,2,0
rust color rose,0,1,0,0,0,1
burgundy foliage,1,1,0,0,0,1
red stocks,1,1,0,0,0,1
gypsophilia (babys breath) cosmic 250 gr. 8 st/bu,1,1,0,0,1,0
blue flower,1,1,0,0,0,1
"roses garden pink ",1,1,0,0,0,1
roses tinted/dyed toppings fall design (50 full black) (tinted/ dyed),0,1,0,0,1,0
"garlands ",0,1,0,0,0,0
butterfly hera,1,1,0,0,0,0
"artificial ",0,1,0,0,0,0
stock flower,1,2,0,0,0,1
leucadendron silver cone - galpini,1,1,0,0,1,0
"mixed box filler assorted (64 variegated pittosporum, 80 tree fern) 104 st/box",1,3,0,0,3,0
garden spray roses princess fairy kiss,1,1,0,0,1,0
red tulip,1,1,0,0,0,1
snapdragon lavender,1,1,0,0,0,1
xpression,1,1,0,0,0,1
roses sweet escimo,2,2,0,0,2,0
roses sophie,2,2,0,0,2,0
"white ranunculus  ",1,1,0,0,0,0
"white rose ",1,1,0,0,0,1
delphinium belladonna,2,2,0,0,1,1
olive olive foliage,1,1,0,0,1,0
purple lisianthus,1,1,0,0,0,1
pleasing pink garden rose,1,5,0,0,0,0
flowers to purchase as a bunch,1,1,0,0,0,0
atomic rose,1,2,0,0,0,2
roses easter rainbow assorted (tinted/ dyed),1,7,0,0,7,0
mini calla lilies,0,1,0,0,0,0
boronia,2,3,0,0,0,3
white o hara,1,2,0,0,0,2
roses pompeii,1,1,0,0,1,0
robellini,1,1,0,0,0,1
gypsophilia babys breath white force medium bloom size 250 gr 8 stbu 80cm,1,1,0,0,0,1
xl stem roses,1,1,0,0,0,1
solomio,4,12,0,0,0,6
white babys breath,2,2,0,0,0,0
poppy pod,1,1,0,0,0,1
poppies papaver assorted,0,2,0,0,2,0
lepidium,2,4,0,0,0,2
spray roses alegria,1,2,0,0,2,0
garden roses fascination,1,1,0,0,1,0
mixed white roses,0,1,0,0,0,0
leaf,0,1,0,0,0,0
roselily pink (double) 3/5bl,1,1,0,0,0,0
"bouquets efg - blue pastel small (1 white spray roses, 2 tinted pastel blue cushion, 2 blue delphini",1,1,0,0,1,0
"white ",8,10,0,0,0,5
sahara sesation,1,1,0,0,0,1
white mum,2,2,0,0,0,2
"spring assorted peach, white, blush, pink)",1,1,0,0,0,0
spray roses pink mondial,1,4,0,0,0,4
stock yellow,3,3,0,0,1,1
iris montecito,0,1,0,0,1,0
black magic roses,1,1,0,0,0,1
coral crush peony,1,2,0,0,0,0
freesia double lavender,1,1,0,0,1,0
yellow parker,1,3,0,0,0,0
"roses hot pink ",1,1,0,0,0,1
bombon,1,2,0,0,0,2
roses white,1,1,0,0,0,1
blue statice,0,1,0,0,0,0
butterfly ra,1,1,0,0,0,1
delphinium hybrid light blue,1,1,0,0,1,0
aga roses,1,1,0,0,0,1
carnival,1,1,0,0,0,1
"mundial ",1,1,0,0,0,0
bouquets cgg - green bqt # 4 ( ruscus 1 hyp green 3 tree fern 2 brillantina 5 liriope 5 cocculos 2),1,1,0,0,1,0
garden roses mansfield park,0,1,0,0,1,0
" sweet william",1,1,0,0,0,1
garden roses sweet diamond (white- cream- yellowish),0,1,0,0,1,0
pink mix,1,1,0,0,0,1
bouquet red,1,4,0,0,0,0
mini hydrangea,2,5,0,0,0,2
snap deagons,0,1,0,0,0,0
"candy xpression ",1,1,0,0,0,0
blue,25,72,0,0,0,47
sweet pea white,1,1,0,0,0,1
white ranun,1,1,0,0,0,1
"gypsophelia ",1,1,0,0,0,1
chamomile daisy,1,1,0,0,0,1
fascination,1,1,0,0,0,1
autumn bouquet,1,1,0,0,0,1
peach garden orange,1,1,0,0,0,1
quicksand rose,1,1,0,0,0,1
dry amaranthus,1,1,0,0,0,1
" red tinted hydrange",1,3,0,0,0,3
astilb,1,1,0,0,0,1
full monty,2,3,0,0,0,3
roses symbol  (dark/muted peach),2,2,0,0,2,0
tinted,2,2,0,0,0,1
whitecarnation,1,1,0,0,0,1
bella lijera,1,1,0,0,0,0
tibets,0,1,0,0,0,0
blue accentt,0,1,0,0,0,0
lisianthus single flare yellow,1,1,0,0,1,0
roses tinted,1,1,0,0,0,0
white cushion poms,1,1,0,0,0,0
yarrow white,0,1,0,0,1,0
cremon linette pink/salmon,1,1,0,0,0,0
amaranthus upright green,1,1,0,0,1,0
tropical,8,27,0,0,0,10
"aga - white s (2 roses dynamic, candlelight, 1 aster white, elegance white, scabiosa white, stock wh",2,2,0,0,0,0
"aga - burgundy s (2 blueberry, merlot, 1 anémona mistral burgundy, solomio bono, hebes, scabiosa dar",1,1,0,0,0,0
mini carns peach,1,1,0,0,0,1
roses sandy,1,1,0,0,1,0
"roses assorted (25 white, pink, hot pink, yellow)",1,1,0,0,1,0
butterf,1,2,0,0,0,2
cremon lynette,1,1,0,0,0,1
italian rus,1,1,0,0,0,1
"waxflower assorted (white, pink)",1,2,0,0,2,0
seeded euc,1,1,0,0,0,1
"cherry blossom ",1,2,0,0,0,0
green balls,1,1,0,0,0,1
amaranthus hot biscuts,1,3,0,0,0,0
ranunculus butterfly tiva,2,2,0,0,2,0
majolica,1,1,0,0,0,1
plink spray rose,1,1,0,0,0,1
vendela,1,1,0,0,0,1
"mixed box aga - combo 1 (10 solomio red or hot pink, statice white, eucalyptus baby blue, 5 spray ro",1,1,0,0,1,0
roses brighton,2,2,0,0,1,1
jasmine vine,3,4,0,0,0,2
grasses horsetail,0,1,0,0,1,0
spray roses lesbos,1,1,0,0,1,0
cremon magnum,1,1,0,0,0,0
"by the bunch ",1,1,0,0,0,0
misty white,1,1,0,0,0,1
amarenthus,0,1,0,0,0,1
white 3/5 blooms,2,3,0,0,0,0
jumbo,1,1,0,0,0,0
roses martina,2,2,0,0,2,0
juliet,8,9,0,0,0,5
aspidistra center striped,1,1,0,0,1,0
havana rose,1,1,0,0,0,1
blue tweedia,3,3,0,0,0,3
david austin rose garden,1,1,0,0,0,1
chrysanthemum paskua,1,2,0,0,0,2
spray roses sahara sensation peach - pinky color tones,1,2,0,0,2,0
fresh lavender,1,1,0,0,0,1
penny cress,2,2,0,0,0,2
lavender scabiosa,1,2,0,0,0,2
phal,0,1,0,0,0,1
garden roses mayras white,1,1,0,0,0,1
" garden roses",1,2,0,0,0,0
elegance cream,2,2,0,0,0,0
banana,1,3,0,0,0,3
pom poms,1,1,0,0,0,1
peony white sands (min bud 1.38 inch_3-5 inch bloom),1,1,0,0,1,0
asparagus plumosus,1,5,0,0,5,0
carn,3,3,0,0,0,2
akito,1,1,0,0,0,1
r,1,1,0,0,0,1
sweet akito,1,1,0,0,0,1
gerbera spider score,0,1,0,0,0,0
carnation exclusive japanese lemon minami,1,1,0,0,1,0
garden rose pink,1,1,0,0,0,0
lisianthus double,1,1,0,0,0,1
delp,2,2,0,0,0,2
lisianthus double misty white,2,2,0,0,2,0
millet green hanging,1,1,0,0,1,0
hydrangea kiwi,1,2,0,0,0,0
alocasia,1,1,0,0,0,0
hydrangea mini,2,3,0,0,0,2
assorted .,2,5,0,0,0,0
roses latina,1,1,0,0,1,0
white daisies,1,2,0,0,0,0
red+roses,1,1,0,0,0,0
burgundy dahlias,1,1,0,0,0,1
peachy garden roses,0,1,0,0,0,0
ocean,0,1,0,0,0,0
"blooming branches salicina (plum blossom, white)",1,1,0,0,1,0
white dendrobium,0,3,0,0,0,0
rose tinted,1,1,0,0,0,1
"dianthus sweet william ",1,1,0,0,0,1
roses lavendar,1,1,0,0,0,1
string smilax,1,1,0,0,0,1
aga  combo 10 25 rose light pink 20 statice lavender anemona blush freesia lilac scabiosa bon bon va,1,1,0,0,0,1
pink expression rose,1,1,0,0,0,1
"butterfly ranuculus ",0,1,0,0,0,1
stock cream (yellow) farm choice (shades may vary),1,2,0,0,2,0
garden roses country blues,0,2,0,0,2,0
roses art rose,0,1,0,0,1,0
lisianthus double brillianthus apricot,2,3,0,0,3,0
"be loving ",1,2,0,0,2,0
cushion pom,0,3,0,0,0,3
white pompom,0,1,0,0,0,0
beige roses,1,1,0,0,0,1
dusty,1,2,0,0,0,0
"stock assorted (40 pink , 20 reddisch purple)",1,2,0,0,2,0
"pampas ",1,2,0,0,0,0
bay leaf bay leaf green,1,3,0,0,3,0
preserved,1,1,0,0,0,0
red snapdragon,1,1,0,0,0,1
"orchids ",1,3,0,0,0,0
"bouquets fbi - seasonal california assorted greens ( farm choice, contents vary seasonally) 11st/bqt",1,1,0,0,1,0
blue roses,6,12,0,0,0,7
royal explorer,0,1,0,0,1,0
stockspray rose,1,1,0,0,0,0
lily,16,33,0,0,0,21
"antique ",1,1,0,0,0,0
rose purple moon mauve,1,1,0,0,0,0
allium,9,17,0,0,0,13
callas,1,1,0,0,0,0
butterfly magical mascarpone,2,2,0,0,0,0
garden roses angelkiss,1,2,0,0,2,0
delphinium  blue,1,4,0,0,0,0
white campanula,1,1,0,0,0,1
helleb,1,1,0,0,0,1
"stock dark purple ",1,2,0,0,2,0
antique red premium (18 cm) exclusive grown / cannot be cancelled,1,1,0,0,0,0
aster matsumoto pink,0,1,0,0,1,0
"variegated ",1,1,0,0,0,1
blush spray roses,1,1,0,0,0,0
lisianthus+,0,1,0,0,0,0
stars of betheleham flowers,1,1,0,0,0,1
limonium eversnow (white to yellowish),1,3,0,0,3,0
"david austin garden roses ",0,1,0,0,0,0
salmon ranunculus,1,2,0,0,0,2
" eucalyptus",1,1,0,0,0,1
lisianthus double alissa light pink,0,3,0,0,3,0
roselily,1,5,0,0,0,1
huckelberry,1,1,0,0,0,1
ranunculus amandine red,0,1,0,0,1,0
chrysanthemum disbuds mums,1,1,0,0,0,1
tulips fringed queensland,1,1,0,0,1,0
raspberry ranunculus,1,1,0,0,0,1
"fever ",0,1,0,0,0,1
carnation mix,1,1,0,0,0,1
champagner,1,1,0,0,0,1
freesia orange,1,1,0,0,0,1
"bouquets efg - pink medium (2 pink sweet dianthus, 1 hotpink spray roses, 2 pink carnation, 2 hotpin",1,2,0,0,2,0
"mixed box greens assorted (20 eucalyptus silver dollar, parvofilia, baby blue, pittosporum brillanti",0,2,0,0,2,0
blue hydreangea,1,1,0,0,0,0
chrysanthemum spray pom button pinkie,0,1,0,0,1,0
white mondial,1,1,0,0,0,1
garden roses cotton x pression (white to cream color),2,2,0,0,2,0
peach spray rose,4,9,0,0,0,7
mothers day roses,1,1,0,0,0,1
tulips single yellow,1,2,0,0,2,0
"salal ",1,1,0,0,0,1
white calla l,1,1,0,0,0,1
wax flowers,1,1,0,0,0,0
ranunculus butterfly assorted,0,2,0,0,2,0
playa blanca roses,1,1,0,0,0,1
heather erica,1,1,0,0,1,0
chrysanthemum bompon,1,1,0,0,0,1
bupleurum,1,1,0,0,0,1
orange freesia,1,1,0,0,0,1
hydrangea  mix box,1,1,0,0,0,1
eleagnus vines (140ft/ box),1,1,0,0,1,0
bells of ireland,7,7,0,0,0,7
silva pink,0,2,0,0,0,0
cinerea,1,4,0,0,0,0
rose bouquet,1,1,0,0,0,1
hybrid delphinium,1,3,0,0,0,0
honeysuckle vine,1,1,0,0,0,1
"bella orange ",1,1,0,0,1,0
i want mingure rose buds,1,1,0,0,0,0
white orchid,1,1,0,0,0,1
violet ranunculus,1,1,0,0,0,1
blueberry,1,1,0,0,0,1
blue flowers,5,8,0,0,0,3
garden spray roses issei (peach to sand color),1,2,0,0,2,0
sunflowers,10,23,0,0,0,11
"roses valentine assorted (25 premium red, pink, hot pink, white)",6,26,0,0,26,0
delph,4,7,0,0,0,3
glads,1,1,0,0,0,1
flower heads,1,1,0,0,0,1
kangaroo,1,1,0,0,0,1
dancing orchid,0,1,0,0,0,0
butterfly graces (white to yellow color),2,3,0,0,0,0
coral,2,7,0,0,0,5
spray roses blue moon,4,8,0,0,8,0
barista,6,7,0,0,0,4
spray garden rose,1,2,0,0,0,2
coral statice,1,1,0,0,0,1
"  ranunculus salmon",1,2,0,0,0,2
pon pon,2,4,0,0,0,4
ranunculus chocolato natural,1,1,0,0,1,0
cymbidium spray white (8+ blooms),0,1,0,0,1,0
garden roses ashley,1,1,0,0,1,0
white butterfly ranunculus,1,2,0,0,0,2
david austin garden roses patience *fragrance*,0,1,0,0,1,0
red hydrangeas,0,1,0,0,0,0
"leather leaf ",0,1,0,0,0,0
pink expression,1,2,0,0,0,2
dark green,1,1,0,0,0,0
amanthus,1,1,0,0,0,1
white lisianthus,3,5,0,0,0,4
spray roses orange,1,1,0,0,0,0
rose blush,1,1,0,0,0,1
afr,2,2,0,0,0,2
playa blacna,1,1,0,0,0,1
glad,1,1,0,0,0,1
"matricaria ",1,2,0,0,0,0
pink chrysanthemum,0,1,0,0,0,0
foxtail,1,1,0,0,0,1
poppy matilija,0,2,0,0,0,0
babys breath white,2,5,0,0,0,4
"easter assorted 1 (25 roses phoenix, 10 campanula purple, scabiosa strawberry 50cm, 10 anemone panda",1,1,0,0,0,0
roses secret garden,2,2,0,0,1,1
ranunculus elegance giallo,1,1,0,0,1,0
"purple stock ",1,1,0,0,0,1
rust flowers,1,1,0,0,0,0
he gentle,0,1,0,0,0,0
roses kahala (peachy to pink color),0,1,0,0,1,0
green hydragnea,1,1,0,0,0,1
dried and preserved flowers oats natural,1,1,0,0,1,0
snowball mini tips,0,1,0,0,1,0
crimone,1,1,0,0,0,1
heliconia lobster claws or false bird of paradise,1,1,0,0,0,1
stock spray assorted,1,1,0,0,1,0
chrysanthemum disbuds/ mums cremon aljonka,1,1,0,0,1,0
snapdragons light pink,0,2,0,0,1,0
hydrangea white,4,14,0,0,0,5
pink spray rose,4,6,0,0,0,5
hydrangea jumbo,1,1,0,0,0,1
"sweet peas niji assorted (white, lavender, peach or pink)",1,2,0,0,0,2
white lilly,1,1,0,0,0,1
tul,0,1,0,0,0,1
ranunculus success clooney lady pink,3,5,0,0,5,0
roses red,4,7,0,0,0,4
dark burgundy scabiosa,1,2,0,0,0,2
white petal,0,1,0,0,0,0
roses blush,3,9,0,0,8,1
nothing hill,0,1,0,0,0,0
white carnation,4,11,0,0,0,9
assorted stock,1,1,0,0,0,1
roses blessing,1,5,0,0,5,0
mqhite,1,1,0,0,0,0
hostas,1,2,0,0,0,0
assorted greens,1,1,0,0,0,1
mini white carnation,0,1,0,0,0,0
proud roses,1,1,0,0,0,1
dyed rose,1,1,0,0,0,1
roses tinted/dyed toppings blue (tinted/ dyed),0,1,0,0,1,0
pincushion,14,19,0,0,0,17
orchid white,2,4,0,0,0,4
roses  escimo,1,1,0,0,0,1
xlence (big head size) 250 gr. 10 st/bu,2,5,0,0,0,0
"delphinium elatum manuela lavender ",1,5,0,0,5,0
yellow button,2,9,0,0,0,9
del mar,1,1,0,0,0,1
aga  petite bqt 1 25 cm 15 st 2 euc baby blue 2 delph blu 2 delph blush 3 tiffany 2 nena 2 carns bru,1,1,0,0,0,1
sunf,0,1,0,0,0,1
"queen annes lace ",1,1,0,0,0,1
white garden rosewhite garden rose,1,1,0,0,0,0
acacia seasonally assorted fernleaf columbian knifeblade pearl greens,0,1,0,0,0,1
polo white,1,1,0,0,0,1
dragon fly,1,1,0,0,0,1
"peach spray roses ",1,9,0,0,0,0
stock assorted 70cm,1,1,0,0,0,1
"lily white ",1,1,0,0,0,1
gomphrena,0,1,0,0,0,1
"mixed box california rose farmstand box sunshine assorted (12 garden rose, 80 spray rose) 92 st/box",1,2,0,0,2,0
jane,1,1,0,0,0,0
garden roses wild esperance,1,1,0,0,1,0
veronica skyler pink,0,1,0,0,1,0
